-0.0032677857358843956,-0.014489955605683712,-0.12365606004007938
-0.004620814365326513,-0.019793286079643077,-0.12356256127437307
-0.006613624409573471,-0.02753331593139196,-0.12339673053085495
-0.009199950873781318,-0.03748093128986995,-0.12315418593463441
-0.012323362455377268,-0.049357858266942826,-0.122829357699562
-0.01591936504120917,-0.06285168212734465,-0.12241586224019536
-0.0199176837943754,-0.07763308275447307,-0.1219068926849962
-0.024244605287019737,-0.09337303687872808,-0.12129557390559617
-0.028825278488383888,-0.10975757328394391,-0.12057524323244692
-0.033585869433053764,-0.12649843026637952,-0.11973964404257642
-0.038455446922530494,-0.14333917205828803,-0.11878304204044503
-0.04336748093689381,-0.16005733552105067,-0.11770028380867179
-0.048260881115242155,-0.17646368057392417,-0.11648681624463157
-0.053080573120289624,-0.19239965916528884,-0.11513868054081225
-0.05777767387849926,-0.20773400750204615,-0.11365248987277903
-0.06230936213721057,-0.2223590882618759,-0.11202539705941263
-0.06663854705014619,-0.23618736334889656,-0.11025505671696131
-0.07073342426710069,-0.2491481962501657,-0.10833958524885404
-0.0745669875164579,-0.2611850641909223,-0.10627752108310207
-0.07811654188945566,-0.2722531898226237,-0.10406778679485186
-0.08136324693339562,-0.28231756481758047,-0.10170965412601239
-0.08429170435308703,-0.2913513211757031,-0.09920271243914605
-0.08688959621114112,-0.2993344015898788,-0.09654684080775831
-0.08914737405453396,-0.3062524822296652,-0.09374218372679889
-0.09105799637841533,-0.31209610635596385,-0.09078913029847353
-0.09261671043740766,-0.31685999330681414,-0.0876882966839131
-0.09382087401500562,-0.32054249355134506,-0.08444051158993068
-0.09466981294213836,-0.3231451661996296,-0.08104680456624726
-0.09516471064441905,-0.32467246039768305,-0.07750839691101684
-0.09530852662691866,-0.3251314864138456,-0.07382669501368924
-0.09510594147752201,-0.32453186600270595,-0.070003285999274
-0.09456332662990109,-0.32288565491757676,-0.06603993557368273
-0.09368873774372632,-0.320207333342725,-0.06193858800378494
-0.0924919311124262,-0.31651386263693876,-0.05770136819625899
-0.09098440297773888,-0.31182480921195954,-0.05333058586429034
-0.08917945198793652,-0.3061625386849017,-0.04882874178811013
-0.08709226523981775,-0.2995524856890117,-0.044198536180671356
-0.0847400283262878,-0.2920235069117043,-0.039442879158245576
-0.08214205947144619,-0.2836083270100015,-0.03456490328010138
-0.07931996703100112,-0.2743440889109874,-0.029567978051782413
