0.001,100,0.10955099932070543,0.05502791796210811,0.01837561669370743
0.005,100,0.4621816752660878,0.04460429367916788,0.03055441291744044
0.01,100,0.680856303317678,0.0523199448180531,0.06866184784773516
0.05,100,1.0900957281957269,0.11583153710219707,0.014174668101366094
0.1,100,1.0964310868194755,0.11931947983991555,0.010700228906786161
0.5,100,1.096460817867784,0.12861717421077629,0.0014025343546091383
1.0,100,1.0964608178677862,0.12861722057188452,0.0014024879934912522
5.0,100,1.2861488892349547e+80,-2.477003786371079e+87,-2.477003508258545e+87
10.0,100,1.0875037836577876e+113,-2.0944316913584905e+120,-2.094431456200309e+120
0.75,50,1.0964608178677144,0.12861568768881218,0.001404020876740125
